groupId,airline,code,date,offer,price,url,enabled,createdAt
春遊特選奧捷國王湖(夏)10日,BR,26EE726BRB,2026/07/26,"早鳥折 3,000，數量有限","NT$104,900","https://travel.liontravel.com/detail?NormGroupID=a4899f5b-a449-42c1-b32c-e7f1a3ca9cda&GroupID=26EE726BRB-T&Platform=APP",TRUE,
春遊特選奧捷國王湖(夏)10日,CI,26EE809CIB,2026/08/09,"早鳥折 3,000，數量有限","NT$104,900","https://travel.liontravel.com/detail?NormGroupID=a4899f5b-a449-42c1-b32c-e7f1a3ca9cda&GroupID=26EE809CIB-T&Platform=APP",TRUE,
春遊特選奧捷國王湖(夏)10日,BR,26EE817BR,2026/08/17,"早鳥折 3,000，數量有限","NT$102,900","https://travel.liontravel.com/detail?NormGroupID=a4899f5b-a449-42c1-b32c-e7f1a3ca9cda&GroupID=26EE817BR-T&Platform=APP",TRUE,
888特選奧捷真善美10日,BR,26EE726BRC,2026/07/26,"早鳥折 3,000，數量有限","NT$96,888","https://travel.liontravel.com/detail?NormGroupID=0a15c7d1-49e4-423d-8b91-804979112053&GroupID=26EE726BRC-T&Platform=APP",TRUE,
888特選奧捷真善美10日,BR,26EE804BR,2026/08/04,"早鳥折 3,000，數量有限","NT$93,888","https://travel.liontravel.com/detail?IsPreview=true&NormGroupID=0a15c7d1-49e4-423d-8b91-804979112053&GroupID=26EE804BR-T&Platform=APP",TRUE,
888特選奧捷真善美10日,JX,26EE810JX,2026/08/10,"早鳥折 3,000，數量有限","NT$91,888","https://travel.liontravel.com/detail?NormGroupID=0a15c7d1-49e4-423d-8b91-804979112053&GroupID=26EE810JX-T&Platform=APP",TRUE,
